gene,ks_pvalue,wil_pvalue,q_ks,q_wil
CNP,0.04481792966838205,0.004815899045904832,0.04756569559447928,0.005813641163742936
CNPY1,0,1.1527960989566506e-26,0,1.2393595975539417e-25
CNPY4,1.2630085421960757e-8,1.003563153378851e-8,2.016064664937872e-8,1.6048009887663598e-8
CNTROB,0.07316679217583799,0.8768361894873253,0.0766488780549466,0.8832762292971191
COBL,0.12871949349721246,0.4839303762041755,0.1321282998880428,0.5028250936900028
COG3,1.0173717635009183e-7,1.0465618912195537e-7,1.5438075355933084e-7,1.5935267737356655e-7
COG4,0,1.0362288469430748e-20,0,3.906122693656453e-20
COLGALT2,2.3092638912203256e-14,6.263886639006651e-17,5.549080212999785e-14,1.6521464315604821e-16
COMMD8,0,1.3787541151189237e-19,0,4.6471050798809845e-19
COPB1,2.886579864025407e-15,1.1117355844875775e-14,7.65888675231741e-15,2.465453416842476e-14
COPB2,8.393445882770578e-7,3.533276966279922e-6,1.2098232828601406e-6,4.987991156672289e-6
COPG2,8.881784197001252e-16,9.141736745228124e-17,2.4590405626169618e-15,2.389698709413069e-16
COPS4,0,3.5443932263438933e-23,0,1.879944774130669e-22
COPS6,4.3021142204224816e-13,8.180835053760235e-13,9.435018025846597e-13,1.6099811148846024e-12
COPS7A,0,3.91587709819633e-24,0,2.5205808180808866e-23
COPZ2,8.393445882770578e-7,1.2438614279743067e-7,1.2098232828601406e-6,1.8782083462491865e-7
CORO1B,1.2446936814569654e-9,2.959590412990032e-9,2.1339315711901624e-9,4.8996747505675275e-9
COX10,0,1.2552608819933496e-26,0,1.3243373683989009e-25
CPNE4,0,1.1319451324771523e-20,0,4.240038174804123e-20
CPT1A,5.650391265987764e-11,1.3226823620964816e-12,1.0516333640142154e-10,2.5662052792361554e-12
CRCP,8.215650382226158e-15,2.5174033605495632e-17,2.054488728121913e-14,6.852717850167743e-17
CRCT1,0.06534229629620025,0.4061369162844599,0.06869417116516807,0.4249660338821549
CREB3,8.70159500010459e-12,3.272355227390528e-15,1.7219693546266907e-11,7.451608391363104e-15
CREBRF,1.4892087563112e-11,2.077178216631608e-12,2.911468434761918e-11,3.995262956045477e-12
CRKL,0,2.108903577831542e-19,0,6.937592397183837e-19
CRLF1,2.220446049250313e-16,3.2410276107608013e-15,6.522331640549108e-16,7.399170588971202e-15
CRTC3,7.153383506652844e-6,1.3700330829762125e-9,9.781045086167193e-6,2.29152813034389e-9
CSAD,0,1.7305872111169406e-20,0,6.401736509173247e-20
CSE1L,1.1102230246251565e-16,3.9298070456754407e-19,3.355131615096024e-16,1.2579615731488888e-18
CSMD1,0.0013313033116940653,0.003100944187909506,0.0015782671574139087,0.003799988650888419
CSNK1A1L,9.325873406851315e-15,4.875891176569258e-15,2.3126609574987335e-14,1.1018648881904927e-14
CSNK1E,0.0061871824151733534,0.014192353348640444,0.006999838988739904,0.016669938090003895
CSNK2A2,0,4.6547799244414965e-22,0,2.1011323051339717e-21
CSPG4,0,8.063820526790659e-21,0,3.0737210512505785e-20
CSRP2,4.0135177632460994e-6,7.982919948916915e-7,5.581982973375815e-6,1.1619221444015395e-6
CTCFL,0,1.22090819023381e-28,0,2.2914518980914556e-27
CTDP1,3.2649549730479066e-11,1.0317622989162934e-12,6.232778069533638e-11,2.0127266728312376e-12
CTDSP2,1.5210055437364645e-14,7.693442487389259e-17,3.7048536673252957e-14,2.017265875737507e-16
CTDSPL,0,4.854213945049942e-23,0,2.472875275435442e-22
CTNNBIP1,0.002148400046497967,0.15859690284855701,0.0025085771335336443,0.1725309809511758
CTNND1,1.6142642778049776e-13,1.9453497311440813e-16,3.6525802123429886e-13,4.955083672328424e-16
CUL2,0.5226691220370406,0.6257828178693272,0.5238443196132903,0.6427250946203976
CUL4B,0,1.781762121198923e-21,0,7.353893199300185e-21
CUL5,0,1.076942785867807e-24,0,7.385342258470384e-24
CYTH2,4.440892098500626e-16,2.0018212787562414e-19,1.2608456387940472e-15,6.634288736101075e-19
DAPK1,1.028066520802895e-13,2.415036979573707e-14,2.3591281938115336e-13,5.23845612479309e-14
DAZL,1.2386647263440409e-11,4.988900698743514e-11,2.4296360913877062e-11,8.833376311677941e-11
DBP,0,8.051077676695095e-23,0,3.9654893639633574e-22
DCAF11,1.765254609153999e-14,1.0795329764440066e-15,4.270622751861031e-14,2.559584171542106e-15
DCAF12,0,4.445385015608569e-23,0,2.3108225897463784e-22
DCAF6,0.16239999634552504,0.6926953942458974,0.16593650056393763,0.7073745062659994
DCAF8L1,3.3551366129813687e-9,1.9899794459449507e-8,5.585628927120243e-9,3.1399410195750856e-8
DCPS,2.6395552410463097e-12,7.372568875096809e-16,5.4661172994025205e-12,1.773993293427478e-15
DCTN1,3.185595100596572e-4,0.0019109145445108697,3.909095708440253e-4,0.002359529524143269
DCTN1.AS1,0,5.393144133871869e-35,0,3.205325330231181e-32
DCTN3,0,1.6226090749044968e-21,0,6.743850770523818e-21
DDB2,9.885183481527227e-4,7.894965889473056e-5,0.0011789486386329796,1.0427203096985525e-4
DDR1,2.4707056699424523e-4,1.2720017420760975e-6,3.0549710190758616e-4,1.836420328843467e-6
DDX10,2.5404268688689058e-9,1.3175402412211155e-13,4.277224841542265e-9,2.750789520020198e-13
DDX18,0,1.6613618821191415e-31,0,8.005968204914673e-30
DDX19A,7.871660204299413e-4,0.002236964774684522,9.444932802332338e-4,0.002750695305698278
DDX19B,0.13912284894239513,0.49138238391531697,0.142642921026044,0.5099736848201456
DDX23,0,2.276997030759572e-25,0,1.7499507352777228e-24
DDX24,1.0277551587556388e-8,1.874325137680104e-8,1.6523782218767394e-8,2.9626965607124338e-8
DDX25,1.0485216052069646e-6,5.742636022816439e-7,1.501617688420898e-6,8.427259282865606e-7
DDX28,1.1248424414134206e-9,4.002473290512446e-9,1.9377720512465015e-9,6.57127981306049e-9
DDX42,1.4944758541801662e-6,9.242021763771711e-10,2.128315054315684e-6,1.5575165221932855e-9
DDX43,0,2.4300897207879806e-29,0,5.349197496499962e-28
DDX47,2.0967672043070706e-12,1.7436271863959388e-17,4.3776767274935676e-12,4.8199802687503243e-17
DDX49,0,7.21481791746381e-27,0,8.193643533017817e-26
DDX50,4.6491424926131675e-4,0.0541966787311268,5.666043106171755e-4,0.061159922897214614
DDX51,0,8.334737488264436e-25,0,5.827779192774702e-24
DDX60,1.5279000287193867e-11,1.4783173482842587e-15,2.9838398151223075e-11,3.472779752293588e-15
DEDD2,2.021925049611184e-8,2.6172474156764806e-7,3.1875264044710354e-8,3.8823229136032986e-7
DENND1A,0,2.1009486175533112e-30,0,6.458605836375093e-29
DENND4C,0,2.3566681451785568e-24,0,1.5678877995721518e-23
DENND5B,4.115429463880105e-8,2.4975417623440814e-8,6.380704986172372e-8,3.9199973259326557e-8
DEPDC1,0.01154638386044815,0.08214694869502576,0.012787082250421772,0.09142822067617411
DERL2,5.5007750576763215e-9,3.4075820131687985e-11,9.064585885246656e-9,6.087894518517002e-11
DESI2,5.212301977808309e-7,2.6044259865485508e-5,7.598965189233209e-7,3.528640983294883e-5
DET1,0,4.828100829939498e-23,0,2.472875275435442e-22
DGCR5,0.03399109352559038,0.21388139044101226,0.036378223142933756,0.23014515338341873
DGKE,2.220446049250313e-16,8.247283952991617e-19,6.522331640549108e-16,2.5752902431145453e-18
DHRS1,0,3.719285807118381e-24,0,2.4027125340913308e-23
DHRS7B,0,1.3452616085582372e-18,0,4.1142391904962895e-18
DHX16,7.189404627183649e-11,3.673120928248473e-12,1.3269884524087418e-10,6.952414665676249e-12
DHX29,0.003332148270796309,0.1288111051568783,0.0038305740598515918,0.14107506172893983
DHX32,5.46927186056978e-5,3.7481297353217274e-5,7.046034485112658e-5,5.043709674021615e-5
DHX40,1.0552793890949985e-6,4.2838402807207e-6,1.5100827855187658e-6,6.023728091896694e-6
DHX57,0,1.7375381734358998e-22,0,8.195848050889442e-22
DHX9,4.440892098500626e-16,2.4785611702885193e-17,1.2608456387940472e-15,6.757300560587813e-17
DIABLO,8.084977132227777e-12,1.5386486549712951e-9,1.6017238029735697e-11,2.5711439098536264e-9
DIAPH1,4.8601432730221994e-5,8.290128609757708e-4,6.30686714395821e-5,0.001045353558076237
DIAPH2,0,3.0755867013147347e-21,0,1.240672191955695e-20
DKFZP434A062,0.03601268868413776,0.42657699276758376,0.038495577891976995,0.4458304678221582
DLEC1,3.448530350169676e-11,1.6178114368459645e-11,6.555148842593319e-11,2.931461170626377e-11
DLG1.AS1,1.2625186639469987e-6,4.392292298397384e-5,1.803742610430688e-6,5.9016255976206e-5
DLGAP5,0.2716739196707728,0.0993616629054852,0.2739788454598348,0.10990188893330032
DLX1,0,1.036716623620857e-21,0,4.443427259413433e-21
DNAJA3,0,8.893957577389871e-23,0,4.344637359037299e-22
DNAJC11,1.786792935831727e-12,7.8875716238521e-16,3.7480609465740815e-12,1.8877235174937305e-15
DNAJC12,0.09271457670839034,0.6744882165398325,0.09650326343903091,0.6903630827155691
DNAJC15,3.370826051618536e-8,2.4401272015264707e-8,5.276718920136831e-8,3.833257092794447e-8
DNAJC5B,3.010680593718007e-10,1.0641768687036448e-10,5.346656871114748e-10,1.8584009372170407e-10
DNAJC8,0.022383982028714722,0.10431879418761356,0.024261787208023314,0.11509926363645727
DNAJC9,3.3306690738754696e-13,3.4668543745578306e-14,7.4139612468414e-13,7.49260769677165e-14
DNM1P35,2.1208328023325507e-4,3.220464981553788e-4,2.633318166127394e-4,4.1191456686588267e-4
DNM3,6.217248937900877e-15,2.561060753871775e-13,1.5791103783870746e-14,5.218710084746714e-13
DNMT3A,0,2.3588414876495283e-22,0,1.095264159499768e-21
DNPH1,0.003737731435619729,0.09914934165940842,0.004288529697368067,0.10973511867084124
DOCK2,8.846257060213247e-13,5.313627075507568e-13,1.886707695976103e-12,1.0657139567637789e-12
DOCK3,0.001377665018383878,0.004878123364605304,0.001632144005168408,0.005880793751921067
DPF3,5.732343932862705e-9,7.391475644040639e-10,9.428753904330445e-9,1.2491944145331242e-9
DRAM1,0,4.746456185012856e-25,0,3.426288007238025e-24
DRG2,1.0836521427304291e-5,0.0063883967943246635,1.4615368914435365e-5,0.00765491363190919
DSCR4,0.004376646278714702,0.029793626844097424,0.004995877282297256,0.034140126390119346
DXO,0.03008795133152886,0.354039957432621,0.03229790320536782,0.37220120524903494
DYRK1B,0.008323799069513416,0.0017973177192650326,0.00929325844767841,0.0022223422284670964
E2F5,3.673438129259132e-5,2.6255198095992936e-4,4.805385315091e-5,3.372695836106297e-4
ECHDC1,0.09067526820556682,0.953449130979523,0.09454620070790973,0.9555929176708766
EDC4,8.630042275001859e-4,0.042069349593370525,0.001033402644481418,0.0478072978489354
EDDM3A,0,1.2782964627242857e-22,0,6.1434032157342355e-22
EEF1A2,5.03712443679083e-5,0.003890408505542995,6.522289666520006e-5,0.0047187743982198375
EEF2K,1.7443016098184216e-7,5.708722954105773e-5,2.6201261754896763e-7,7.618752265846252e-5
EFCAB14.AS1,3.8558045645231687e-13,4.484721089382824e-16,8.529652032934007e-13,1.098387047028788e-15
EGF,2.220446049250313e-16,3.4638017381475193e-19,6.522331640549108e-16,1.118833061434244e-18
EGLN2,0,5.880374065383527e-24,0,3.5183580397915534e-23
EHD1,1.0103029524088925e-14,1.7199404680939705e-14,2.4915216654841707e-14,3.7535542896102195e-14
EHMT1.IT1,0,1.3697185479393276e-23,0,7.777733028585417e-23
EID1,1.4094072575687733e-9,3.2515588168107005e-10,2.4093702207527543e-9,5.563847764273972e-10
EID2,1.0900457411811004e-5,2.026148293757066e-5,1.46793924208905e-5,2.7598337721687153e-5
EIF1AD,6.460214374892637e-6,3.305562299750912e-8,8.867253449140547e-6,5.1609611037266864e-8
EIF2AK1,0.007169040295358586,0.17905209613458134,0.008064604950551647,0.19383721154095843
EIF2AK2,0,8.885455123560648e-34,0,1.2186743450237412e-31
EIF2B2,1.1102230246251565e-16,7.141767910305085e-18,3.355131615096024e-16,2.060480935934299e-17
EIF2D,0,1.533537291841001e-20,0,5.708344449587692e-20
EIF2S3,0.0023513356533728658,0.05695263509605822,0.0027383615087941343,0.06414816700964737
EIF3B,1.9580522869766526e-7,3.913082164294886e-7,2.9313242885637037e-7,5.766136775981637e-7
EIF3C,1.6495592780607637e-8,7.337888743645109e-10,2.6213584605903223e-8,1.241314575893665e-9
EIF3E,1.1102230246251565e-16,4.5563083165082084e-23,3.355131615096024e-16,2.347947320327785e-22
EIF3F,2.735158526334658e-7,8.903313936661888e-7,4.0504880834341316e-7,1.293774144178333e-6
EIF3I,5.316157468682192e-7,1.3235461190496845e-7,7.737721442171713e-7,1.9948290196665996e-7
EIF3IP1,9.037112169707484e-10,5.622576081526728e-12,1.5643855338435383e-9,1.0486457273391376e-11
EIF3J.AS1,1.2323475573339238e-14,2.2858638348997413e-16,3.030725096174326e-14,5.740415799473576e-16
EIF3L,1.5830442512410059e-9,1.770471919658355e-10,2.6932899808804517e-9,3.061834561349027e-10
EIF3M,1.8199997064982654e-11,3.4965373940346276e-12,3.5387780552741626e-11,6.632261886769937e-12
EIF4A1,0,5.914333517834415e-26,0,5.352922163603432e-25
EIF4A3,0,2.346540482138344e-17,0,6.40716949410822e-17
EIF4E,8.93729534823251e-14,9.183603877742422e-14,2.0561545297933635e-13,1.9377947590549987e-13
EIF4E3,9.992007221626409e-16,1.9720573779327712e-16,2.757855863182645e-15,5.015946226610743e-16
EIF4EBP3,1.6609913983789415e-4,0.003588120154373945,2.0797385276050934e-4,0.004361021291921434
EIF4G1,0,2.393158757887354e-20,0,8.779839640562041e-20
EIF4G2,5.026352299793979e-4,5.655318327531765e-6,6.092444697846814e-4,7.877681701554014e-6
EIF4G3,0,1.5835919154962304e-27,0,2.1553773933815105e-26
EIF5,0,2.0876004694022088e-26,0,2.079436668683876e-25
EIF5A2,0,6.872450669494882e-28,0,1.0355841193456467e-26
ELAC1,0,2.055837740018333e-31,0,9.646207080138651e-30
ELANE,3.787955060730042e-9,5.988750768872865e-11,6.2768809231242234e-9,1.056176322542069e-10
ELAVL2,1.5210055437364645e-14,2.7651696053004508e-17,3.7048536673252957e-14,7.492853200988911e-17
ELF2,5.995204332975845e-15,8.718937986519977e-16,1.5270641893851333e-14,2.072782190662016e-15
ELF5,2.993756735136799e-5,7.819284921453092e-5,3.9393861688183853e-5,1.0342570485868591e-4
ELMO3,0,1.0427575940048689e-25,0,8.93863841399366e-25
ELN,0,8.637852729880076e-22,0,3.7472728509431086e-21
ELOVL2,0.4822081358590864,0.47557778529619404,0.4835641767360805,0.49443451380939596
ELOVL6,4.130751296571589e-11,5.906323323235932e-12,7.802044027316889e-11,1.0992666477379609e-11
EMBP1,1.0207612533008614e-11,3.1640316307508906e-15,2.011068855950758e-11,7.251244727029354e-15
EMC6,0,1.2003321124394484e-29,0,2.8921515628101845e-28
EMR1,0,1.0533749407922841e-18,0,3.249424774104918e-18
ENO1.AS1,0,5.5986278624785836e-27,0,6.524414038430925e-26
ENOSF1,0,1.7410535263372287e-20,0,6.427118918135153e-20
ENTHD1,0,1.3167745426474148e-27,0,1.8150369153328406e-26
EOGT,0,1.56259444209285e-20,0,5.804387271357398e-20
EPC2,7.348498619386135e-6,6.890537928931488e-4,1.0040132596448641e-5,8.719538060528633e-4
EPS15,3.672939730137159e-11,5.313963591643388e-15,6.952071697276597e-11,1.1948041719924542e-14
EPS15L1,2.1456292298438484e-10,9.756020142570507e-13,3.8487494132913296e-10,1.9115366938684852e-12
EPS8,0.0018431352012109325,0.0021950985725206094,0.0021691815602371558,0.002702942510223927
ERBB3,0,2.339432139733333e-29,0,5.2140093814306665e-28
ERCC4,0,5.706960066407785e-23,0,2.850282856696101e-22
ERGIC2,0.025984346996420826,0.1935006800835204,0.027977107907378222,0.20884486234195937
ERH,8.326672684688674e-15,2.223970202528235e-14,2.0793357698599308e-14,4.829889002567409e-14
ERP44,0,3.944745539997882e-23,0,2.0626044861631154e-22
ESYT2,1.1795414508286584e-4,8.931796333536749e-5,1.4884093466578188e-4,1.1770430792827807e-4
ETFA,1.4207524046128128e-11,1.7556052012858e-12,2.783737953213896e-11,3.3840476474514397e-12
EXD1,0,1.906409923991818e-23,0,1.0589186587157045e-22
EXOC3L1,0.0655467500913538,0.2299117087924814,0.0688685064306917,0.24650185013649692
EXOC8,9.325873406851315e-15,1.6557508048902018e-15,2.3126609574987335e-14,3.864140949108939e-15
EXOSC2,0,3.0165598929814815e-29,0,6.4801521556457605e-28
EZH2,0,1.114923872986225e-30,0,3.8978613049694883e-29
FAF2,0,1.6106888476538558e-27,0,2.165932629079528e-26
FAH,4.8627768478581856e-14,4.317210009500992e-18,1.1348600942056473e-13,1.270228621607305e-17
FAM104B,1.0836521427304291e-5,6.6178536132681655e-6,1.4615368914435365e-5,9.189745321228301e-6
FAM120AOS,0,3.2811919616343716e-25,0,2.4478515763991987e-24
FAM120C,3.552713678800501e-15,3.299518578666837e-18,9.301745211896173e-15,9.82143844033885e-18
FAM134B,0.016700505338744676,0.27251289115646266,0.01829054116645071,0.2900838716011779
FAM135A,1.924120009544339e-6,1.510182319446433e-8,2.7227825214425053e-6,2.402011664204273e-8
FAM13C,0,6.609724493014824e-26,0,5.834227114378926e-25
FAM168B,0,5.026250256928794e-19,0,1.5946270832925338e-18
FAM169A,4.9960036108132044e-15,5.871481446291923e-16,1.2891279939334216e-14,1.4282198388456342e-15
FAM193B,4.848025065840034e-7,7.39084695530608e-9,7.085269419994082e-7,1.1947307453590881e-8
FAM205A,0,4.289027660470585e-28,0,6.889492178936085e-27
FAM208B,0,6.327818601281124e-22,0,2.820625141521061e-21
FAM35A,0,1.559077674589754e-25,0,1.275153896235565e-24
FAM50A,0.12675239982219955,0.2775159463056224,0.1303342150420887,0.29505720468868496
FAM65C,3.477651500105594e-11,3.622522280916217e-11,6.596438962434334e-11,6.458957226873615e-11
FAM78A,2.1882209482182446e-6,1.6334738071943755e-8,3.0842671546823167e-6,2.593485127540135e-8
FAM78B,1.8356586128920327e-7,1.1819175392254237e-6,2.755033086520618e-7,1.7119081823224454e-6
FAXC,3.3786307085392764e-12,1.0477685207846713e-12,6.932219278855615e-12,2.039488288819944e-12
FBRSL1,9.861167514224611e-6,2.0720588965390687e-5,1.3350388517739166e-5,2.8180633200069866e-5
FBXL4,9.232525532976155e-8,4.388141172109719e-6,1.4057722481038842e-7,6.1655285341778e-6
FBXO15,2.747278190273761e-6,1.5258753428614648e-8,3.844895614802288e-6,2.424809034155073e-8
FBXO2,0,2.863760239872161e-22,0,1.3194016815741764e-21
FBXO3,6.673149584612847e-5,6.166913632797867e-5,8.572208724326157e-5,8.211805083852575e-5
FBXO39,0.031795399420077475,0.07378228415222238,0.03404876706666555,0.0824272009043938
FBXO8,2.6395552410463097e-12,1.8719929614376458e-14,5.4661172994025205e-12,4.080395415945382e-14
FBXW10,0.010284646841628331,0.11499163634609644,0.01143237239315668,0.1264057260204007
FBXW12,0.016333807088942276,0.0012842983942851361,0.017899925039695192,0.001599094997912289
FBXW4,6.757678152280455e-6,4.8917416261194594e-5,9.261291426222945e-6,6.562810624056431e-5
FCN1,7.641273391811865e-9,1.1528006913285646e-11,1.2431013191241383e-8,2.108147315527006e-11
FDPSP2,0.0488002885240274,0.3703638815889226,0.05163852488922306,0.38890388743995813
FES,0.01222827180036945,0.02775324610497923,0.013491960779739435,0.03186351436263874
FGD4,1.2293685503594887e-5,2.3785629158845123e-5,1.649333427607952e-5,3.2275324802298974e-5
FGD5P1,4.107825191113079e-15,1.0732889836698882e-17,1.0676752646872623e-14,3.037578187116525e-17
FGFR2,4.2046718563570895e-4,1.6018949348046777e-5,5.131368870557625e-4,2.1920020481632697e-5
FIRRE,0,4.0617727761136644e-23,0,2.1175850467282643e-22
FLII,0,2.4429395180113008e-31,0,1.0889402901535374e-29
FLJ10038,3.238888347834035e-5,3.7848027672872608e-6,4.252531608385923e-5,5.334627141559831e-6
FLNB,0.005231828587275,0.020437464950009067,0.005952999598667087,0.023739413684603364
FLRT1,4.461986335968504e-13,5.4349076611493e-15,9.713945832761712e-13,1.2204584836056928e-14
FMNL2,6.017408793468348e-14,5.0505529879990956e-15,1.3951937423607368e-13,1.1370121183841398e-14
FNBP1L,0.00424135391927527,0.006288910893250803,0.0048507594856111655,0.007540772106702207
FNDC1,4.3021142204224816e-13,2.2051138126284026e-14,9.435018025846597e-13,4.79477796087371e-14
FOXJ3,2.857387659815913e-10,8.162027544310403e-11,5.079483746213134e-10,1.4351967565587227e-10
FOXK1,7.66053886991358e-15,2.1204283741184827e-18,1.9210605914283986e-14,6.3434962937135146e-18
FOXL1,0,1.8729024425160243e-29,0,4.32738716922203e-28
FTLP10,0,3.390389692985523e-23,0,1.8198346656728297e-22
FTSJ2,1.0201960831679457e-8,1.3695946118372034e-9,1.6417054298632197e-8,2.29152813034389e-9
FTX,0,9.27144666615391e-28,0,1.343982878516457e-26
FUBP3,1.8551826741486366e-13,6.543509266145762e-16,4.1712367061879184e-13,1.5830497993945581e-15
FUCA1,0,7.500550118030813e-28,0,1.1052463521032183e-26
FUT1,0.6206734148252007,0.4432950657778334,0.6213704091147292,0.46167938217399357
FXR2,0,8.434748813413116e-20,0,2.9145653361076716e-19
FXYD6,4.917452748063322e-4,9.160539095721298e-4,5.964502210746193e-4,0.001148610492803873
FYCO1,1.9944556824258441e-4,0.014274284880819846,2.48158721686342e-4,0.016755134919356013
FYTTD1,0,4.080407421264181e-24,0,2.5921738921045608e-23
FZD1,1.1102230246251565e-16,3.1760260204236093e-16,3.355131615096024e-16,7.886983836233001e-16
G6PC,0.0012805189981799359,0.0391328623699927,0.001519072104959964,0.0445554876153876
GABARAPL3,0,2.489702493870557e-29,0,5.413584812891711e-28
GAL,0,1.3665582530263217e-31,0,7.16639225042921e-30
GANC,1.133762386981152e-4,1.5846577178595326e-4,1.4316560453168513e-4,2.0638748801632916e-4
GAPDHS,1.2434497875801753e-14,1.1684605758939224e-13,3.053816764814673e-14,2.456798592946773e-13
GAR1,0.1287194934972128,0.7249839022163528,0.1321282998880428,0.7386550272295754
GART,2.820299549455285e-12,9.523334147322506e-12,5.81340357997546e-12,1.752332795116205e-11
GATAD2A,0.052321166150687715,0.3319332231881305,0.055265781544239445,0.3504067122228755
GATC,7.64244223461219e-12,4.149081187527391e-15,1.519116444182111e-11,9.411974246006791e-15
GBA3,3.693988370501167e-5,1.727058992629532e-6,4.828725267304677e-5,2.4694035155240226e-6
GBGT1,5.9365874590211476e-5,0.0012316175933873854,7.642552663851774e-5,0.0015367209020361848
GCNT1,0.3226456918000141,0.939466502532957,0.3246485713766508,0.9437007177556408
GDNF,7.16138259804211e-12,2.884409421044484e-13,1.4250831665523528e-11,5.86419840105167e-13
GGA3,0.20716969004302044,0.2921810354542382,0.20999633732046927,0.3099100453390284
GGACT,2.0229517781245043e-5,3.173804034050309e-6,2.685720789572592e-5,4.491184597390239e-6
GGPS1,6.907299875402728e-7,2.0872387729582916e-8,1.001277697385615e-6,3.2846837883359524e-8
GHR,1.1102230246251565e-15,6.201488786314589e-20,3.0407490828059204e-15,2.168089118823316e-19
GIF,0.02282874023335668,0.8496285127904528,0.024713809250804467,0.8582932794931317
GIMAP1,0.007358104861649117,0.10622193160452618,0.008261650483829201,0.11712659496034025
GJA1,3.297362383136715e-14,7.9792761814197645e-16,7.80769871066768e-14,1.907111183843357e-15
GLG1,3.854583319196081e-12,8.648274337726156e-12,7.863526382295895e-12,1.5946094254566428e-11
GLI1,1.812416211666168e-6,1.516560527132179e-5,2.5687902268686626e-6,2.078422305823732e-5
GLOD5,5.248963220017e-5,0.0012726279237303944,6.771998134074031e-5,0.0015856712704481433
GLT8D2,0,6.934061260308586e-21,0,2.681872283542345e-20
GLUD1P3,6.295630683439413e-11,7.183295808888585e-13,1.168065505574659e-10,1.421511257186276e-12
GM140,7.721697710560971e-5,8.505468526044599e-4,9.876461275416221e-5,0.0010694816912508829
GMIP,0,8.2761388496435555e-22,0,3.59911111436938e-21
GML,3.122784731912631e-5,0.003309669576883782,4.1031136160650125e-5,0.004039110784109365
GMPS,0.02962251904262947,0.5482953927480159,0.03181744063434237,0.5657469243458983
GNA14,2.1208328023325507e-4,0.009433784483923268,2.633318166127394e-4,0.01119869356513661
GNAI3,1.9570014497816146e-8,2.4981925281163616e-10,3.090640907848201e-8,4.2994954417292205e-10
GNAL,0.017232614815492764,0.0751257946584042,0.018838597312092947,0.08387557412394157
GNAS.AS1,0.08503643842477648,0.2839679555696821,0.08887454262097363,0.3013778957028233
GNB1L,3.7570562472222235e-7,4.286287930233303e-4,5.545390139732801e-7,5.474535372210587e-4
GNB2L1,6.627886939281069e-8,8.099374046012252e-8,1.0213934669609461e-7,1.2374622042879045e-7
GNB3,0,4.211240210911891e-25,0,3.0773120065802874e-24
GNL3,0,6.994718017849283e-24,0,4.129662988683865e-23
GNPDA1,3.0999441740231504e-6,5.341306569134453e-9,4.3316618042972394e-6,8.721199279090412e-9
GOLGA2P2Y,4.5835275153116584e-7,1.72198876832695e-7,6.720747993257144e-7,2.5800890537201276e-7
GOLGA7B,2.3174484553578623e-9,4.269530740116566e-11,3.909186940305646e-9,7.582244332298643e-11
GOLPH3L,0.09326482500963684,0.10128454671238524,0.09701935997210182,0.11188992985637106
GOPC,0,6.526305627535596e-24,0,3.8659145959787265e-23
GORAB,0,7.241461161539819e-34,0,1.1737750228204998e-31
GOSR1,3.930189507173054e-14,8.856288724092087e-15,9.24475975104163e-14,1.9738453493820238e-14
GOSR2,0,3.387434134029549e-16,0,8.38860425135373e-16
GOT1,8.454255073786499e-10,1.3653980484986678e-7,1.4691946195478878e-9,2.0561695274266255e-7
GPATCH3,6.772360450213455e-15,7.936010562898183e-21,1.7103567539278457e-14,3.036460693915764e-20
GPBAR1,0,1.0203583738206055e-18,0,3.1530311620834307e-18
GPBP1L1,2.7710056471619282e-12,4.066013553639428e-11,5.725032524785305e-12,7.228018111803689e-11
GPC1,5.974157520127754e-6,1.7664194352897322e-7,8.212739289427745e-6,2.6444381638300525e-7
GPIHBP1,0,1.6346243934903045e-25,0,1.324788769815097e-24
GPN2,0,1.8604256675524454e-18,0,5.593826248306931e-18
GPR108,9.651390797671411e-12,9.370095907186597e-11,1.9078081809587723e-11,1.644378051428514e-10
GPR110,2.1791326567210945e-5,0.009265020190881509,2.8866222339774973e-5,0.011005683544531466
GPS2,0.2697128947460907,0.7072367001593353,0.27215511676982446,0.7213976180687042
GPT,0.0027571728264200734,0.009249243927056708,0.0031901616804068727,0.010994267947961408
GRB7,0.02353153982388323,0.02632390534418016,0.02541292277770067,0.030300531458149278
GRK1,0.09040622010594379,0.08574589893155812,0.09432082530655223,0.09525541295636643
GRK7,2.220446049250313e-16,1.7552573631236508e-19,6.522331640549108e-16,5.871714593713826e-19
GRTP1,1.0583795301288834e-4,2.178207910889921e-4,1.3374136798155912e-4,2.8143077573309635e-4
GSK3B,1.8762769116165146e-14,9.557185670730748e-15,4.5330646794203865e-14,2.124745891635028e-14
GSPT2,5.653255641391297e-13,3.2161360562078857e-16,1.217361691859986e-12,7.97548065120815e-16
GSTM1,0,8.587600803258888e-16,0,2.0442846771976767e-15
GTF2F2,0,2.959686325945403e-27,0,3.6393935994211405e-26
GTF3C1,1.360526136195972e-10,2.9509326251690797e-9,2.477853014134237e-10,4.889881850071068e-9
GTF3C2,3.971325103324652e-5,2.7846325690880866e-6,5.1836549481902304e-5,3.949880565381113e-6
GTF3C2.AS1,0.0018431352012110436,0.016832056898231258,0.0021691815602371558,0.019679709802981202
GTF3C4,0,6.192480658436984e-21,0,2.40548867407258e-20
GTPBP10,0,7.452285575630945e-22,0,3.264723631781321e-21
GTPBP3,2.0113920029651844e-5,7.906337512937721e-4,2.672363592613207e-5,9.976645283487585e-4
